iter	Logloss
138	0.2989365706
139	0.2980711769
140	0.297234791
141	0.2960543829
142	0.2951655516
143	0.2942477608
144	0.2934591233
145	0.2924385622
146	0.2917553729
147	0.290923436
148	0.2900931956
149	0.2895955542
150	0.2889475689
151	0.2881183051
152	0.2869220425
153	0.2863521078
154	0.285600441
155	0.2850019121
156	0.2839438003
157	0.2833634875
158	0.2825963753
159	0.2818062099
160	0.2811891325
161	0.2805667807
162	0.2799876455
163	0.2792503813
164	0.2786424
165	0.2782384701
166	0.2774324107
167	0.2767761966
168	0.2760393072
169	0.2752176045
170	0.2745670222
171	0.2739212913
172	0.2732727131
173	0.2726189986
174	0.2724711797
175	0.272039076
176	0.2713356674
177	0.2704813286
178	0.2697987358
179	0.269403055
180	0.2690230762
181	0.2684436609
182	0.2677829718
183	0.2671589214
184	0.2667791275
185	0.2662188465
186	0.2654590552
187	0.2648793379
188	0.2641614328
189	0.2636233858
190	0.2630385496
191	0.2626239656
192	0.2619353526
193	0.2613913211
194	0.2611790672
195	0.2606371191
196	0.2601515054
197	0.2595735609
198	0.2589974968
199	0.2584696303
200	0.2575928373
201	0.256908746
202	0.2563842747
203	0.2557905073
204	0.2552697392
205	0.2548353926
206	0.2541585486
207	0.2535669377
208	0.2529647037
209	0.2525476914
210	0.2520309604
211	0.2514530504
212	0.2509188049
213	0.2503493735
214	0.249781356
215	0.2493200759
216	0.248628085
217	0.2481285685
218	0.2474720088
219	0.2472134123
220	0.2467669191
221	0.2461497154
222	0.2457566862
223	0.2453369989
224	0.2447004383
225	0.2442034213
226	0.2436978951
227	0.2431557296
228	0.242734457
229	0.2423674501
230	0.241875044
231	0.2413705378
232	0.2407795801
233	0.2403196911
234	0.2398153861
235	0.2392788521
236	0.2388270611
237	0.2386033308
238	0.2382104429
239	0.2375632201
240	0.2373225329
241	0.2370077949
242	0.2363665175
243	0.235952215
244	0.2355955413
245	0.2350307229
246	0.2344079998
247	0.2337860112
248	0.2333543051
249	0.2328524823
250	0.2322254619
251	0.2319305754
252	0.2315244798
253	0.2310031847
254	0.230649618
255	0.2303118984
256	0.2297895188
257	0.2293641508
258	0.2288893202
259	0.228515766
260	0.2282013419
261	0.2276711672
262	0.227144642
263	0.2265308615
264	0.2261019889
265	0.2257431145
266	0.22548676
267	0.2250889662
268	0.2245840688
269	0.224266452
270	0.2238812501
271	0.2234643375
272	0.2230352347
273	0.2225599168
274	0.2221626693
275	0.2215521601
276	0.2211992877
277	0.2208447386
278	0.2204236683
279	0.2199144901
280	0.2196801059
281	0.2190623568
282	0.2186250811
283	0.2182209481
284	0.2177640716
285	0.2174500409
286	0.217038582
287	0.2166826521
288	0.2162484844
289	0.2158395164
290	0.215482294
291	0.2150184523
292	0.21466996
293	0.2145009828
294	0.2140880899
295	0.2138734794
296	0.2134757786
297	0.2131535677
298	0.2128177269
299	0.2124738049
300	0.2119655116
301	0.2115749661
302	0.2111069661
303	0.2107631661
304	0.2103430055
305	0.2099792264
306	0.2097114146
307	0.2093029601
308	0.2088941307
309	0.2084365251
310	0.2080481561
311	0.2077091471
312	0.2073584904
313	0.2070074632
314	0.2066518837
315	0.2062057016
316	0.2058289661
317	0.2055986753
318	0.2052477223
319	0.2049321859
320	0.2047906725
321	0.2045183373
322	0.2042126332
323	0.2038951208
324	0.2035956559
325	0.2034014929
326	0.2028841999
327	0.2025789261
328	0.2022961523
329	0.2020754663
330	0.2015935468
331	0.2012206621
332	0.2009416874
333	0.2005611297
334	0.200153717
335	0.1998600479
336	0.1994592372
337	0.1990635825
338	0.1985948347
339	0.1983246888
340	0.1979448844
341	0.1975734761
342	0.1971186888
343	0.1967708654
344	0.1964316052
345	0.1961946856
346	0.1957794256
347	0.1954445252
348	0.1950991856
349	0.1949101025
350	0.1945328681
351	0.1941812121
352	0.1940080306
353	0.1937809375
354	0.1935411583
355	0.1932212324
356	0.1927083107
357	0.1924102693
358	0.19214249
359	0.1917998743
360	0.1914638449
361	0.1911664732
362	0.1909806801
363	0.1904859796
364	0.190076317
365	0.1897218416
366	0.1894962989
367	0.189133629
368	0.1888606898
369	0.1886085501
370	0.1883723524
371	0.1878986246
372	0.1875746471
373	0.1873805564
374	0.1869657518
375	0.1867493367
376	0.1865112158
377	0.1862808755
378	0.1859546443
379	0.1856939725
380	0.185667264
381	0.1852888707
382	0.184836885
383	0.184497463
384	0.1842363701
385	0.1839948128
386	0.1837256571
387	0.1833722984
388	0.1832130397
389	0.1827536464
390	0.1824650798
391	0.1821621568
392	0.181883522
393	0.1815809292
394	0.181284384
395	0.1809363028
396	0.1806371226
397	0.1804250428
398	0.180107795
399	0.1798071634
400	0.1795395017
401	0.1791386224
402	0.1789161924
403	0.1787267685
404	0.1784337819
405	0.1781177662
406	0.1778382958
407	0.1776597519
408	0.1773599098
409	0.1771737235
410	0.1767683189
411	0.1765063003
412	0.1763099922
413	0.1759702289
414	0.1757694777
415	0.1755321468
416	0.17541031
417	0.1751729989
418	0.1748107651
419	0.1745076851
420	0.174260178
421	0.1739224656
422	0.1736902736
423	0.1734573362
424	0.1731756159
425	0.1729259289
426	0.1725846423
427	0.1722499839
428	0.171852171
429	0.1716140926
430	0.1713979424
431	0.1711832866
432	0.1709516254
433	0.1707551651
434	0.1704864614
435	0.1703284746
436	0.1700837031
437	0.1697598697
438	0.1695621566
439	0.1693177043
440	0.1690197241
441	0.1686237725
442	0.1684184669
443	0.1680736367
444	0.1677116464
445	0.1674768263
446	0.1673494319
447	0.1670683812
448	0.1667895038
449	0.1665249659
450	0.1662537737
451	0.1660523438
452	0.1657456748
453	0.1653431398
454	0.1651237587
455	0.164880995
456	0.1646559323
457	0.16433297
458	0.1641394607
459	0.1638969969
460	0.1635942866
461	0.163355558
462	0.1631151526
463	0.1628748169
464	0.1626479077
465	0.1623513684
466	0.1620798904
467	0.1618925001
468	0.1616044769
469	0.1613333532
470	0.161108449
471	0.1608733696
472	0.1605662209
473	0.1602462829
474	0.1599964077
475	0.1596947837
476	0.1593254367
477	0.1590012564
478	0.1587989767
479	0.1584333332
480	0.1582389649
481	0.1580154717
482	0.1576242708
483	0.1574927741
484	0.1573311707
485	0.1570414994
486	0.1568297899
487	0.1566388922
488	0.1564310673
489	0.1562485619
490	0.1559517179
491	0.1557239957
492	0.1554000176
493	0.1551215837
494	0.1547720103
495	0.1544339761
496	0.1542434171
497	0.154060939
498	0.1537313094
499	0.1535331062
500	0.1532683664
501	0.1530871043
502	0.1528782663
503	0.1525946773
504	0.1523061894
505	0.1522017722
506	0.1520162713
507	0.1517056847
508	0.1513880297
509	0.151149608
510	0.1509366377
511	0.1506436265
512	0.1504657115
513	0.1502267883
514	0.1498927792
515	0.1497333182
516	0.1495886087
517	0.1493633079
518	0.1492013665
519	0.1488608163
520	0.1485814013
521	0.1483772838
522	0.1481797125
523	0.148075775
524	0.1477022521
525	0.1474572605
526	0.1472029767
527	0.1469859456
528	0.1466829549
529	0.1464525531
530	0.1462438338
531	0.1458947505
532	0.145649696
533	0.145439427
534	0.1451661603
535	0.1449527428
536	0.1447146026
537	0.1444281187
538	0.1442120791
539	0.1438560523
540	0.143541312
541	0.1433113241
542	0.1431196134
543	0.1429564125
544	0.1426620191
545	0.1424345861
546	0.1424196481
547	0.142178397
548	0.1419832509
549	0.1417974203
550	0.1415846678
551	0.1413259247
552	0.1410553219
553	0.1408223479
554	0.1406149881
555	0.1403808445
556	0.1400791544
557	0.1398741831
558	0.1397139629
559	0.1395526765
560	0.1393220537
561	0.1391116406
562	0.1388794414
563	0.1385808035
564	0.1383699096
565	0.1381010247
566	0.1379299886
567	0.1376768429
568	0.1374435067
569	0.1371186931
570	0.1368290242
571	0.136633403
572	0.1364608122
573	0.136298962
574	0.1360362001
575	0.1358759072
576	0.1356314271
577	0.1354490388
578	0.1352904155
579	0.1350600994
580	0.1348709833
581	0.1346663437
582	0.1345055508
583	0.134223507
584	0.1340050775
585	0.1337239373
586	0.1334979526
587	0.1332474559
588	0.1330687411
589	0.1328270754
590	0.1325857324
591	0.1323455845
592	0.1321474605
593	0.1319030256
594	0.1317251532
595	0.1314970255
596	0.131253374
597	0.1310690516
598	0.1308694441
599	0.1306824977
600	0.1304247319
601	0.1302520245
602	0.1299640451
603	0.1297257164
604	0.1294386691
605	0.1291752425
606	0.1289118225
607	0.1286249828
608	0.1283766869
609	0.1281099
610	0.1279670698
611	0.1276794368
612	0.1273248495
613	0.1271275028
614	0.1269153572
615	0.1267028846
616	0.1266155435
617	0.1264415182
618	0.1262444372
619	0.1258766483
620	0.1256504638
621	0.1253406556
622	0.1251137162
623	0.1248981819
624	0.124739035
625	0.1244660865
626	0.1243012604
627	0.1240358948
628	0.1237879581
629	0.1235977549
630	0.1233941515
631	0.1231506412
632	0.122956053
633	0.122668912
634	0.1224053961
635	0.1221928377
636	0.1220618957
637	0.1218299435
638	0.1215196136
639	0.1214208148
640	0.1212228105
641	0.1210305631
642	0.1208041183
643	0.1206936915
644	0.1205431688
645	0.1202535646
646	0.120094954
647	0.1199286559
648	0.1197060346
649	0.1196688719
650	0.1194793049
651	0.1193297177
652	0.1191414875
653	0.118935032
654	0.1188035086
655	0.1185622205
656	0.1183093516
657	0.1179898854
658	0.1177485908
659	0.1176054884
660	0.1175030138
661	0.1172870839
662	0.1171033786
663	0.1169477403
664	0.1167266937
665	0.1165878308
666	0.1163324231
667	0.1162258613
668	0.1160513087
669	0.1157862633
670	0.1155767872
671	0.1154032679
672	0.1151964513
673	0.1150559831
674	0.1148532866
675	0.1145808513
676	0.1144393329
677	0.1142148961
678	0.1140275018
679	0.1138134454
680	0.1136092582
681	0.1133401898
682	0.1131724628
683	0.1129198183
684	0.1126802297
685	0.1124778887
686	0.1122505532
687	0.1120708129
688	0.1118337226
689	0.1116845427
690	0.1113961179
691	0.1112702803
692	0.111183028
693	0.1110817811
694	0.1109263432
695	0.110701339
696	0.110570311
697	0.1103710164
698	0.110192535
699	0.1100308454
700	0.1098129315
701	0.1096551906
702	0.1094935064
703	0.1093226434
704	0.1091064338
705	0.108982763
706	0.108750119
707	0.1085535979
708	0.1083819381
709	0.1082521442
710	0.108187298
711	0.1079587348
712	0.1077863577
713	0.1076674561
714	0.1075232095
715	0.1073275991
716	0.1071776871
717	0.1069858817
718	0.1068024056
719	0.1066002218
720	0.1063982746
721	0.1062385702
722	0.1060723109
723	0.1059714437
724	0.1059550722
725	0.1057732709
726	0.1056107187
727	0.1054124103
728	0.1052187087
729	0.1050468558
730	0.1048092609
731	0.1046092765
732	0.1044721134
733	0.1043119645
734	0.1040801578
735	0.1039271343
736	0.1037050615
737	0.1035265515
738	0.1033238312
739	0.1031333051
740	0.102894561
741	0.1026487114
742	0.1024065563
743	0.1022143041
744	0.102047201
745	0.1019170872
746	0.1018070839
747	0.1016529162
748	0.1015069296
749	0.1014012859
750	0.1011944678
751	0.1010567373
752	0.1009747725
753	0.1008146278
754	0.1007096984
755	0.1006379245
756	0.1003742107
757	0.1002639354
758	0.1001391496
759	0.1001359097
760	0.09992039169
761	0.09982747801
762	0.09965862568
763	0.09949231578
764	0.09928505514
765	0.09910939918
766	0.09892870909
767	0.09870932166
768	0.09851704528
769	0.09847393843
770	0.09829102098
771	0.09811382154
772	0.09792706532
773	0.09784790022
774	0.09773580188
775	0.09755660152
776	0.09733788912
777	0.09715227874
778	0.09702216364
779	0.09682037479
780	0.09669934451
781	0.09657104175
782	0.09645823998
783	0.09645068738
784	0.09632513527
785	0.09618502226
786	0.09604489951
787	0.09589464415
788	0.0957754085
789	0.09567837258
790	0.09558200351
791	0.09544323711
792	0.09543562812
793	0.09526053505
794	0.09525274783
795	0.09515009043
796	0.09497189723
797	0.09496527244
798	0.09486242243
799	0.09485462785
800	0.09484705321
801	0.09464889699
802	0.09461355548
803	0.09441790466
804	0.09423803161
805	0.09402222567
806	0.09387294871
807	0.09372975228
808	0.09362783285
809	0.0934830567
810	0.09329455046
811	0.09315715995
812	0.09298334026
813	0.09274823083
814	0.09259877835
815	0.09244613879
816	0.09232216249
817	0.09214229809
818	0.09195001117
819	0.09185020437
820	0.09172547411
821	0.09157922882
822	0.09150191694
823	0.09131350898
824	0.09124566493
825	0.09104938004
826	0.09094086655
827	0.09082018305
828	0.09075411892
829	0.09059998483
830	0.09044105018
831	0.09030871819
832	0.09016206564
833	0.08998448253
834	0.08983632388
835	0.08976723702
836	0.08967237795
837	0.08951211335
838	0.08937025302
839	0.08922451438
840	0.08903985594
841	0.08886452678
842	0.08870443902
843	0.08856710937
844	0.08850409113
845	0.08833588017
846	0.08818845574
847	0.0880136834
848	0.08790487041
849	0.0877661578
850	0.08764591659
851	0.08747358934
852	0.08736912342
853	0.08727972338
854	0.08709773202
855	0.08694045667
856	0.08683776573
857	0.0867247694
858	0.08655234083
859	0.08654686951
860	0.08638456586
861	0.08627042629
862	0.08615767004
863	0.08603851738
864	0.08592206495
865	0.08577916849
866	0.08562855419
867	0.08548584292
868	0.08534238987
869	0.08523024161
870	0.08513577209
871	0.08512946295
872	0.08497928001
873	0.08488911571
874	0.0847945911
875	0.08466192337
876	0.08450925991
877	0.08433540209
878	0.08417515948
879	0.08403051016
880	0.0839408064
881	0.08387513071
882	0.08375342215
883	0.08364897188
884	0.08351510211
885	0.0834029209
886	0.08330780118
887	0.08316195292
888	0.08308428677
889	0.08293305147
890	0.08277046505
891	0.08262842265
892	0.08248298352
893	0.08247234212
894	0.08238022901
895	0.08231653348
896	0.08216755448
897	0.08200640815
898	0.08180573031
899	0.08166220326
900	0.08153685506
901	0.08152702767
902	0.08141673525
903	0.08129962248
904	0.08112877979
905	0.08101526846
906	0.08090964955
907	0.08078960474
908	0.08061298431
909	0.08049381315
910	0.08043343244
911	0.08034514327
912	0.08029666385
913	0.08012138091
914	0.07995610054
915	0.07980585496
916	0.0796545493
917	0.07946237493
918	0.07933615076
919	0.07914784981
920	0.07901102432
921	0.07888431965
922	0.07882510528
923	0.07871359073
924	0.07856749696
925	0.07836920106
926	0.07823346107
927	0.07808864218
928	0.07796799054
929	0.07780903253
930	0.07771920671
931	0.07759394824
932	0.07753507975
933	0.07742829057
934	0.07726710152
935	0.07713163134
936	0.07706654582
937	0.0769878343
938	0.07692346176
939	0.07681066218
940	0.07668911382
941	0.07662087176
942	0.07647191937
943	0.07636805549
944	0.0761546518
945	0.07601815389
946	0.07588019283
947	0.0757860803
948	0.07565584087
949	0.07559343367
950	0.07544206864
951	0.07532719874
952	0.07524420571
953	0.07519094588
954	0.0750264195
955	0.07489908448
956	0.07476420018
957	0.07460754367
958	0.0745105569
959	0.07441049877
960	0.07435859059
961	0.0741771296
962	0.07407233907
963	0.07400537198
964	0.07390807152
965	0.07379119788
966	0.07357862606
967	0.07351697111
968	0.07340052098
969	0.07331847087
970	0.07319062304
971	0.07304539766
972	0.07296916986
973	0.07281648671
974	0.07271410917
975	0.07265242286
976	0.07249685119
977	0.07236472983
978	0.07232370809
979	0.07219856043
980	0.07213910891
981	0.07207523018
982	0.07199570866
983	0.0718869674
984	0.07176550776
985	0.07175193394
986	0.07162844071
987	0.07154401881
988	0.07142280988
989	0.07135455197
990	0.07125716613
991	0.07112433738
992	0.07099500954
993	0.07091683767
994	0.0708306475
995	0.07066898201
996	0.07058842768
997	0.07045211366
998	0.07034809472
999	0.07025026828
